item,subgraph_count,subgraph_list,subgraph_code_list
<http://www.wikidata.org/entity/Q102046068>,2,building|house,Q41176|Q3947
<http://www.wikidata.org/entity/Q15634141>,2,chemical compound|group of stereoisomers,Q11173|Q59199015
<http://www.wikidata.org/entity/Q16521487>,2,watercourse|stream,Q355304|Q47521
<http://www.wikidata.org/entity/Q16694351>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q1675014>,2,church building|architectural structure,Q16970|Q811979
<http://www.wikidata.org/entity/Q20439657>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q23542494>,2,building|architectural structure,Q41176|Q811979
<http://www.wikidata.org/entity/Q24824581>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24880661>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24880837>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24882098>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24882875>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24959566>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25020218>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25021664>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25048483>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25122062>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25281362>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25287360>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28226899>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28229794>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28230795>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28309740>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28310696>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28311264>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28312961>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28312988>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28313375>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28313569>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28314879>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q30156352>,2,hill|street,Q54050|Q79007
<http://www.wikidata.org/entity/Q32275203>,2,church building|house,Q16970|Q3947
<http://www.wikidata.org/entity/Q3919525>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q4156009>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q4183086>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q4311409>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q4434736>,2,Wikimedia list article|position,Q13406463|Q4164871
<http://www.wikidata.org/entity/Q4469273>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q6296280>,2,"literary work|version, edition, or translation",Q7725634|Q3331189
<http://www.wikidata.org/entity/Q7605899>,2,watercourse|human settlement,Q355304|Q486972
<http://www.wikidata.org/entity/Q97625110>,2,village|human settlement,Q532|Q486972
<http://www.wikidata.org/entity/Q12712459>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q13194374>,2,river|stream,Q4022|Q47521
<http://www.wikidata.org/entity/Q13489982>,2,village|human settlement,Q532|Q486972
<http://www.wikidata.org/entity/Q16711092>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q16724119>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q18126605>,2,film|literary work,Q11424|Q7725634
<http://www.wikidata.org/entity/Q21650964>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q23694916>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23696227>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23704203>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23711439>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q24832345>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24838945>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24849826>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24880789>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24965590>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24976464>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25018505>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25018806>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25023981>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25024050>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25181363>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25184970>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25185294>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25198545>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25253108>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25258277>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28234974>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28249099>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28308729>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28310239>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28315120>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28916602>,2,"version, edition, or translation|scholarly article",Q3331189|Q13442814
<http://www.wikidata.org/entity/Q33449>,2,village|human settlement,Q532|Q486972
<http://www.wikidata.org/entity/Q4531908>,2,village|human settlement,Q532|Q486972
<http://www.wikidata.org/entity/Q5036088>,2,river|stream,Q4022|Q47521
<http://www.wikidata.org/entity/Q6534372>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q81311435>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q106676140>,2,building|church building,Q41176|Q16970
<http://www.wikidata.org/entity/Q108818557>,2,"version, edition, or translation|scholarly article",Q3331189|Q13442814
<http://www.wikidata.org/entity/Q15842798>,2,river|stream,Q4022|Q47521
<http://www.wikidata.org/entity/Q1728434>,2,architectural structure|church building,Q811979|Q16970
<http://www.wikidata.org/entity/Q18769607>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q2223711>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23697967>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q24853379>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24860008>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25005229>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25113144>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25119635>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25179200>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25181379>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25278937>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25289027>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25296748>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q2790374>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q28054371>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28227490>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28233497>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28233659>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28247677>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28270192>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28270796>,2,clinical trial|scholarly article,Q30612|Q13442814
<http://www.wikidata.org/entity/Q28282141>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28287077>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28310267>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28311439>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28311569>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28313281>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28314283>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q29673135>,2,architectural structure|church building,Q811979|Q16970
<http://www.wikidata.org/entity/Q30240856>,2,building|house,Q41176|Q3947
<http://www.wikidata.org/entity/Q64026744>,2,Wikimedia category|Wikimedia template,Q4167836|Q11266439
<http://www.wikidata.org/entity/Q9072019>,2,river|stream,Q4022|Q47521
<http://www.wikidata.org/entity/Q97626182>,2,village|human settlement,Q532|Q486972
<http://www.wikidata.org/entity/Q100425944>,2,village in India|village,Q56436498|Q532
<http://www.wikidata.org/entity/Q12682665>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q12696149>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q13648267>,2,village|human settlement,Q532|Q486972
<http://www.wikidata.org/entity/Q16693387>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q18769603>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q20384585>,2,film|Wikimedia list article,Q11424|Q13406463
<http://www.wikidata.org/entity/Q21960762>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23711316>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q2445603>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q24829113>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24847893>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25178300>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25266959>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28226381>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28227110>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28242895>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28256214>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28261853>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28293131>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28315051>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28345630>,2,clinical trial|scholarly article,Q30612|Q13442814
<http://www.wikidata.org/entity/Q29511952>,2,Wikimedia disambiguation page|family name,Q4167410|Q101352
<http://www.wikidata.org/entity/Q29785463>,2,church building|architectural structure,Q16970|Q811979
<http://www.wikidata.org/entity/Q29880614>,2,building|architectural structure,Q41176|Q811979
<http://www.wikidata.org/entity/Q30933369>,2,business|Wikimedia list article,Q4830453|Q13406463
<http://www.wikidata.org/entity/Q3918443>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q47045849>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q5588349>,2,lake|human settlement,Q23397|Q486972
<http://www.wikidata.org/entity/Q62570498>,2,village|human settlement,Q532|Q486972
<http://www.wikidata.org/entity/Q6896360>,2,village|human settlement,Q532|Q486972
<http://www.wikidata.org/entity/Q70300006>,2,"version, edition, or translation|scholarly article",Q3331189|Q13442814
<http://www.wikidata.org/entity/Q97602464>,2,church building|human settlement,Q16970|Q486972
<http://www.wikidata.org/entity/Q10544351>,2,"literary work|version, edition, or translation",Q7725634|Q3331189
<http://www.wikidata.org/entity/Q11955158>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q1256405>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q12575458>,2,village|human settlement,Q532|Q486972
<http://www.wikidata.org/entity/Q14635237>,2,village|human settlement,Q532|Q486972
<http://www.wikidata.org/entity/Q15059024>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q1761943>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q19132207>,2,"literary work|version, edition, or translation",Q7725634|Q3331189
<http://www.wikidata.org/entity/Q19642721>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q20118>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q21965696>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23696577>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23703664>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q24838098>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24842018>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24847553>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24855500>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24911968>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25048722>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25124693>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25266604>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28227186>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28228238>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28229971>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28234650>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28234738>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28275325>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28309643>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28313289>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q29581794>,2,building|architectural structure,Q41176|Q811979
<http://www.wikidata.org/entity/Q29785814>,2,architectural structure|church building,Q811979|Q16970
<http://www.wikidata.org/entity/Q30742409>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q3258868>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q3666278>,2,village|human settlement,Q532|Q486972
<http://www.wikidata.org/entity/Q3673036>,2,architectural structure|church building,Q811979|Q16970
<http://www.wikidata.org/entity/Q3918085>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q4593133>,2,village|human settlement,Q532|Q486972
<http://www.wikidata.org/entity/Q49015890>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q6001787>,2,village|human settlement,Q532|Q486972
<http://www.wikidata.org/entity/Q80017082>,2,painting|item of collection or exhibition,Q3305213|Q18593264
<http://www.wikidata.org/entity/Q85545416>,2,"literary work|version, edition, or translation",Q7725634|Q3331189
<http://www.wikidata.org/entity/Q96057903>,2,"Wikimedia list article|version, edition, or translation",Q13406463|Q3331189
<http://www.wikidata.org/entity/Q97646173>,2,building|human settlement,Q41176|Q486972
<http://www.wikidata.org/entity/Q13661760>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q16708745>,2,village|human settlement,Q532|Q486972
<http://www.wikidata.org/entity/Q17353851>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q21650373>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q21975973>,2,island|village,Q23442|Q532
<http://www.wikidata.org/entity/Q23688315>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23690714>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23700332>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q24825815>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24830453>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24872871>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25024400>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25033729>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25050089>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25198139>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25266419>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28228705>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28229743>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28229775>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28233382>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28234853>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28243723>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28244240>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28279816>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28308381>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28313051>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q29674596>,2,architectural structure|church building,Q811979|Q16970
<http://www.wikidata.org/entity/Q3917612>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q4423959>,2,stream|river,Q47521|Q4022
<http://www.wikidata.org/entity/Q590385>,2,film|album,Q11424|Q482994
<http://www.wikidata.org/entity/Q7782551>,2,film|album,Q11424|Q482994
<http://www.wikidata.org/entity/Q10360462>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q106244071>,2,"literary work|version, edition, or translation",Q7725634|Q3331189
<http://www.wikidata.org/entity/Q108841562>,2,building|house,Q41176|Q3947
<http://www.wikidata.org/entity/Q11734432>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q11884428>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q11895773>,2,island|village,Q23442|Q532
<http://www.wikidata.org/entity/Q12045613>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q13648150>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q13652694>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q1412482>,2,island|human settlement,Q23442|Q486972
<http://www.wikidata.org/entity/Q16703331>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q20384736>,2,Wikimedia list article|film,Q13406463|Q11424
<http://www.wikidata.org/entity/Q23693919>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23701309>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q24830394>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24853528>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24872863>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24879735>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25005013>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25022844>,2,watercourse|river,Q355304|Q4022
